title,publish_date,media_name,url,cluster,title_total_frequency,title_date_frequency,publish_year,publish_month,publish_day,days_since_min,label,cluster_name,topics
Orbán Govt Bans LGBT Pride Parades in Hungary to Protect Children,3/21/25,breitbart.com,https://www.breitbart.com/europe/2025/03/21/viktor-orban-government-bans-lgbt-pride-parades-in-hungary-to-protect-children/,47,1,1,2025,3,21,1906,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
"Poland’s ‘LGBT-free zones’ energize some activists, prompt others to leave",10/27/20,washingtonpost.com,https://www.washingtonpost.com/world/europe/poland-lgbt-rights/2020/10/27/e82bce8a-12f7-11eb-a258-614acf2b906d_story.html,47,2,2,2020,10,27,300,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Pride events will be banned in Hungary as part of a new assault on LGBTQ+ rights,3/18/25,ajc.com,https://www.ajc.com/news/nation-world/hungarys-parliament-passes-a-law-banning-pride-events-in-a-new-assault-on-lgbtq-rights/LDN23SPAVNHRPIYCLFCGQMX2M4/,47,4,4,2025,3,18,1903,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Pride events will be banned in Hungary as part of a new assault on LGBTQ+ rights,3/18/25,newsday.com,https://www.newsday.com/news/nation/hungary-pride-ban-orban-lgbtq-rights-y47940,47,4,4,2025,3,18,1903,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Protesters decry government's anti-LGBT attitudes in Poland,8/8/20,augustachronicle.com,https://www.augustachronicle.com/ZZ/news/20200808/protesters-decry-governments-anti-lgbt-attitudes-in-poland?rssfeed=true,47,5,5,2020,8,8,220,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Protesters decry government's anti-LGBT attitudes in Poland,8/8/20,dispatch.com,https://www.dispatch.com/ZZ/news/20200808/protesters-decry-governments-anti-lgbt-attitudes-in-poland?rssfeed=true,47,5,5,2020,8,8,220,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Protesters decry government's anti-LGBT attitudes in Poland,8/8/20,norwichbulletin.com,https://www.norwichbulletin.com/ZZ/news/20200808/protesters-decry-governments-anti-lgbt-attitudes-in-poland?rssfeed=true,47,5,5,2020,8,8,220,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Protesters decry government's anti-LGBT attitudes in Poland,8/8/20,providencejournal.com,https://www.providencejournal.com/ZZ/news/20200808/protesters-decry-governments-anti-lgbt-attitudes-in-poland?rssfeed=true,47,5,5,2020,8,8,220,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Protesters decry government's anti-LGBT attitudes in Poland,8/8/20,sfgate.com,https://www.sfgate.com/news/article/LGBT-protesters-decry-rising-homophobia-arrests-15469356.php,47,5,5,2020,8,8,220,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Thousands join Budapest Pride march to protest against anti-LGBTQ+ law – video,7/25/21,theguardian.com,https://www.theguardian.com/world/video/2021/jul/25/budapest-pride-march-protest-against-anti-lgbtq-law-video,47,1,1,2021,7,25,571,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Thousands march at Budapest Pride as LGBTQ+ community voices anxiety over Hungary's restrictive laws,7/15/23,abcnews.go.com,https://abcnews.go.com/International/wireStory/thousands-march-budapest-pride-lgbtq-community-voices-anxiety-101310836,47,6,6,2023,7,15,1291,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Thousands march at Budapest Pride as LGBTQ+ community voices anxiety over Hungary's restrictive laws,7/15/23,newsday.com,https://www.newsday.com/news/nation/thousands-march-at-budapest-pride-as-lgbtq-community-voices-anxiety-over-hungarys-restrictive-laws-xgljlnfu,47,6,6,2023,7,15,1291,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Thousands march at Budapest Pride as LGBTQ+ community voices anxiety over Hungary's restrictive laws,7/15/23,sandiegouniontribune.com,https://www.sandiegouniontribune.com/news/nation-world/story/2023-07-15/thousands-march-at-budapest-pride-as-lgbtq-community-voices-anxiety-over-hungarys-restrictive-laws,47,6,6,2023,7,15,1291,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Thousands march at Budapest Pride as LGBTQ+ community voices anxiety over Hungary's restrictive laws,7/15/23,startribune.com,https://www.startribune.com/thousands-march-at-budapest-pride-as-lgbtq-community-voices-anxiety-over-hungarys-restrictive-laws/600289930/,47,6,6,2023,7,15,1291,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Florida law blocking treatment for transgender children thrown out by federal judge,6/11/24,centralmaine.com,https://www.centralmaine.com/2024/06/11/florida-law-blocking-treatment-for-transgender-children-thrown-out-by-federal-judge/,122,2,2,2024,6,11,1623,Florida Transgender Care,Florida Transgender Care,"statePolicy, children, healthcare, identity"
Thousands march at Budapest Pride as LGBTQ+ community voices anxiety over Hungary's restrictive laws,7/15/23,washingtonpost.com,https://www.washingtonpost.com/world/2023/07/15/hungary-budapest-pride-lgbtq-government-restrictions/f0b24940-232e-11ee-8994-4b2d0b694a34_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_world,47,6,6,2023,7,15,1291,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Thousands march at Budapest Pride as LGBTQ+ community voices anxiety over Hungary’s restrictive laws,7/15/23,seattletimes.com,https://www.seattletimes.com/news/thousands-march-at-budapest-pride-as-lgbtq-community-voices-anxiety-over-hungarys-restrictive-laws/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,47,1,1,2023,7,15,1291,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Thousands march for LGBT rights in Hungary parade,7/25/21,arkansasonline.com,https://www.arkansasonline.com/news/2021/jul/25/thousands-march-for-lgbt-rights-in-hungary-parade/,47,1,1,2021,7,25,571,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Thousands march in Budapest Pride to oppose anti-LGBTQ law,7/24/21,theguardian.com,https://www.theguardian.com/world/2021/jul/24/thousands-march-budapest-pride-oppose-anti-lgbt-law,47,2,2,2021,7,24,570,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Thousands march in Hungary Pride parade to oppose LGBT law,7/24/21,abcnews.go.com,https://abcnews.go.com/Lifestyle/wireStory/thousands-march-hungary-pride-parade-oppose-lgbt-law-79034937,47,6,6,2021,7,24,570,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Thousands march in Hungary Pride parade to oppose LGBT law,7/24/21,pbs.org,https://www.pbs.org/newshour/world/thousands-march-in-hungary-pride-parade-to-oppose-lgbt-law,47,6,6,2021,7,24,570,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Thousands march in Hungary Pride parade to oppose LGBT law,7/24/21,seattletimes.com,https://www.seattletimes.com/nation-world/world/thousands-march-in-hungary-pride-parade-to-oppose-lgbt-law/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,47,6,6,2021,7,24,570,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Thousands march in Hungary Pride parade to oppose LGBT law,7/24/21,staradvertiser.com,https://www.staradvertiser.com/2021/07/24/news/thousands-march-in-hungary-pride-parade-to-oppose-lgbt-law/,47,6,6,2021,7,24,570,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Thousands march in Hungary Pride parade to oppose LGBT law,7/24/21,startribune.com,https://www.startribune.com/thousands-march-in-hungary-pride-parade-to-oppose-lgbt-law/600081082/,47,6,6,2021,7,24,570,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Thousands march in Hungary Pride parade to oppose LGBT law,7/24/21,stltoday.com,https://www.stltoday.com/news/world/thousands-march-in-hungary-pride-parade-to-oppose-lgbt-law/article_86c8fc8f-4155-5104-8622-99b55caed890.html,47,6,6,2021,7,24,570,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Thousands take to the streets after Hungary passes new anti-LGBTQ+ law banning Pride events,3/19/25,nbcnews.com,https://www.nbcnews.com/news/world/hungary-anti-lgbtq-law-pride-banned-protests-budapest-rcna197018,47,2,2,2025,3,19,1904,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Florida medical board votes to ban gender-affirming care for transgender minors,10/29/22,nbcnews.com,https://www.nbcnews.com/nbc-out/out-news/florida-medical-board-votes-ban-gender-affirming-care-transgender-mino-rcna54632,122,3,3,2022,10,29,1032,Florida Transgender Care,Florida Transgender Care,"statePolicy, children, healthcare, identity"
Thousands to join Budapest Pride march in protest over new anti-LGBT law,7/24/21,oann.com,https://www.oann.com/thousands-to-join-budapest-pride-march-in-protest-over-new-anti-lgbt-law/?utm_source=rss&utm_medium=rss&utm_campaign=thousands-to-join-budapest-pride-march-in-protest-over-new-anti-lgbt-law,47,1,1,2021,7,24,570,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
U.N. rights expert decries Hungary’s new anti-LGBT law,6/25/21,oann.com,https://www.oann.com/u-n-rights-expert-decries-hungarys-new-anti-lgbt-law/?utm_source=rss&utm_medium=rss&utm_campaign=u-n-rights-expert-decries-hungarys-new-anti-lgbt-law,47,2,2,2021,6,25,541,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
‘We Want To Live a Happy Life’: LGBTQ People Are Leaving Hungary,4/1/22,vice.com,https://www.vice.com/en/article/v7d848/lgbtq-referendum-hungary,47,1,1,2022,4,1,821,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
‘We will fight’: Activists are unbowed after Hungary bans Pride events as part of wider LGBTQ+ crackdown,3/23/25,cnn.com,https://www.cnn.com/2025/03/23/europe/hungary-pride-ban-lgbtq-crackdown-intl/index.html,47,1,1,2025,3,23,1908,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
‘We won’t be deterred or scared’: Hungary’s LGBTQ+ community fights for right to march in Pride,3/28/25,theguardian.com,https://www.theguardian.com/world/2025/mar/28/we-wont-be-deterred-or-scared-hungarys-lgbtq-community-fights-for-right-to-march-in-pride,47,1,1,2025,3,28,1913,Hungary Anti-LGBTQ Laws,Hungary Anti-LGBTQ Laws,"internationalPolicy, publicSpace, bigotry, freeSpeech"
Another Hat in the Ring: Former Arkansas Gov. Asa Hutchinson Announces His Presidential Bid,4/2/23,redstate.com,https://redstate.com/smoosieq/2023/04/02/another-hat-in-the-ring-former-arkansas-gov-asa-hutchinson-announces-his-presidential-bid-n725164,35,1,1,2023,4,2,1187,Hutchinson Presidential Bid,Hutchinson Presidential Bid,federalPolicy
Asa Hutchinson Announces Presidential Run,4/2/23,time.com,https://time.com/6267857/asa-hutchinson-running-for-president/,35,1,1,2023,4,2,1187,Hutchinson Presidential Bid,Hutchinson Presidential Bid,federalPolicy
Asa Hutchinson Formally Launches Presidential Bid,4/26/23,politicalwire.com,https://politicalwire.com/2023/04/26/asa-hutchinson-formally-launches-presidential-bid/,35,1,1,2023,4,26,1211,Hutchinson Presidential Bid,Hutchinson Presidential Bid,federalPolicy
Florida to ban transgender health care treatments for minors,11/4/22,abcnews.go.com,https://abcnews.go.com/Health/wireStory/florida-ban-transgender-health-care-treatments-minors-92686507,122,4,4,2022,11,4,1038,Florida Transgender Care,Florida Transgender Care,"statePolicy, children, healthcare, identity"
Florida to ban transgender health care treatments for minors,11/4/22,sandiegouniontribune.com,https://www.sandiegouniontribune.com/news/nation-world/story/2022-11-04/florida-to-ban-transgender-health-care-treatments-for-minors,122,4,4,2022,11,4,1038,Florida Transgender Care,Florida Transgender Care,"statePolicy, children, healthcare, identity"
Florida to ban transgender health care treatments for minors,11/4/22,seattletimes.com,https://www.seattletimes.com/seattle-news/health/florida-to-ban-transgender-health-care-treatments-for-minors/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,122,4,4,2022,11,4,1038,Florida Transgender Care,Florida Transgender Care,"statePolicy, children, healthcare, identity"
Florida to ban transgender health care treatments for minors,11/4/22,stltoday.com,https://www.stltoday.com/lifestyles/health-med-fit/florida-to-ban-transgender-health-care-treatments-for-minors/article_ef3f346b-87db-537e-b389-a0db1f5468c6.html,122,4,4,2022,11,4,1038,Florida Transgender Care,Florida Transgender Care,"statePolicy, children, healthcare, identity"
"Asa Hutchinson announces bid for presidency, calls Trump nomination ‘worst scenario’ for Republicans",4/2/23,fortune.com,https://fortune.com/2023/04/02/asa-hutchinson-announces-bid-for-presidency-calls-trump-nomination-worst-scenario-for-republicans/,35,1,1,2023,4,2,1187,Hutchinson Presidential Bid,Hutchinson Presidential Bid,federalPolicy
Asa Hutchinson discusses running for president,4/25/23,azcentral.com,http://rssfeeds.azcentral.com/~/737274692/0/phoenix/nation~Asa-Hutchinson-discusses-running-for-president/,35,2,2,2023,4,25,1210,Hutchinson Presidential Bid,Hutchinson Presidential Bid,federalPolicy
Asa Hutchinson discusses running for president,4/25/23,usatoday.com,http://rssfeeds.usatoday.com/~/737274692/0/usatodaycomnation-topstories~Asa-Hutchinson-discusses-running-for-president/,35,2,2,2023,4,25,1210,Hutchinson Presidential Bid,Hutchinson Presidential Bid,federalPolicy
Asa Hutchinson formally launches 2024 campaign in Arkansas,4/26/23,abcnews.go.com,https://abcnews.go.com/Politics/wireStory/asa-hutchinson-formally-launches-2024-campaign-arkansas-98875945,35,9,9,2023,4,26,1211,Hutchinson Presidential Bid,Hutchinson Presidential Bid,federalPolicy
Asa Hutchinson formally launches 2024 campaign in Arkansas,4/26/23,denverpost.com,https://www.denverpost.com/2023/04/26/asa-hutchinson-formally-launches-2024-campaign-in-arkansas/,35,9,9,2023,4,26,1211,Hutchinson Presidential Bid,Hutchinson Presidential Bid,federalPolicy
Asa Hutchinson formally launches 2024 campaign in Arkansas,4/26/23,newsday.com,https://www.newsday.com/news/nation/asa-hutchinson-republican-presidential-campaign-2024-spfs6bm2,35,9,9,2023,4,26,1211,Hutchinson Presidential Bid,Hutchinson Presidential Bid,federalPolicy
Asa Hutchinson formally launches 2024 campaign in Arkansas,4/26/23,ocregister.com,https://www.ocregister.com/2023/04/26/asa-hutchinson-formally-launches-2024-campaign-in-arkansas/,35,9,9,2023,4,26,1211,Hutchinson Presidential Bid,Hutchinson Presidential Bid,federalPolicy
Asa Hutchinson formally launches 2024 campaign in Arkansas,4/26/23,startribune.com,https://www.startribune.com/asa-hutchinson-formally-launches-2024-campaign-in-arkansas/600270111/,35,9,9,2023,4,26,1211,Hutchinson Presidential Bid,Hutchinson Presidential Bid,federalPolicy
Asa Hutchinson formally launches 2024 campaign in Arkansas,4/26/23,twincities.com,https://www.twincities.com/2023/04/26/asa-hutchinson-formally-launches-2024-campaign-in-arkansas/,35,9,9,2023,4,26,1211,Hutchinson Presidential Bid,Hutchinson Presidential Bid,federalPolicy
"Asa Hutchinson is running for president, wants an end to Trump and leaders who 'simply appeal to our worst instincts'",4/2/23,fortune.com,https://fortune.com/2023/04/02/asa-hutchinson-running-for-president-arkansas-governor-donald-trump/,35,1,1,2023,4,2,1187,Hutchinson Presidential Bid,Hutchinson Presidential Bid,federalPolicy
"Asa Hutchinson launches GOP 2024 bid, calls on Trump to drop out",4/3/23,dailykos.com,https://www.dailykos.com/story/2023/4/3/2161842/-Asa-Hutchinson-launches-GOP-2024-bid-calls-on-Trump-to-drop-out?pm_campaign=blog&pm_medium=rss&pm_source=,35,1,1,2023,4,3,1188,Hutchinson Presidential Bid,Hutchinson Presidential Bid,federalPolicy
Asa Hutchinson nears decision on 2024 presidential race,3/28/23,rawstory.com,https://www.rawstory.com/asa-hutchinson-2024/,35,1,1,2023,3,28,1182,Hutchinson Presidential Bid,Hutchinson Presidential Bid,federalPolicy
Asa Hutchinson to formally launch 2024 campaign in Arkansas,4/25/23,sandiegouniontribune.com,https://www.sandiegouniontribune.com/news/nation-world/story/2023-04-25/asa-hutchinson-to-formally-launch-2024-campaign-in-arkansas,35,6,6,2023,4,25,1210,Hutchinson Presidential Bid,Hutchinson Presidential Bid,federalPolicy
Asa Hutchinson to formally launch 2024 campaign in Arkansas,4/25/23,seattletimes.com,https://www.seattletimes.com/nation-world/asa-hutchinson-to-formally-launch-2024-campaign-in-arkansas/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,35,6,6,2023,4,25,1210,Hutchinson Presidential Bid,Hutchinson Presidential Bid,federalPolicy
Asa Hutchinson to formally launch 2024 campaign in Arkansas,4/25/23,staradvertiser.com,https://www.staradvertiser.com/2023/04/25/breaking-news/asa-hutchinson-to-formally-launch-2024-campaign-in-arkansas/,35,6,6,2023,4,25,1210,Hutchinson Presidential Bid,Hutchinson Presidential Bid,federalPolicy
Florida’s ban on transgender care for minors takes effect,3/17/23,orlandosentinel.com,https://www.orlandosentinel.com/health/os-ne-health-gender-affirming-care-ban-takes-effect-20230317-lgtjhaghinhqpl6vigjcuhr6ay-story.html#ed=rss_www.orlandosentinel.com/arcio/rss/category/politics/,122,1,1,2023,3,17,1171,Florida Transgender Care,Florida Transgender Care,"statePolicy, children, healthcare, identity"
Asa Hutchinson's challenge to Trump for the GOP nomination,4/4/23,theweek.com,https://theweek.com/2024-presidential-election/1022352/asa-hutchinson-challenges-trump-for-the-gop-nomination,35,1,1,2023,4,4,1189,Hutchinson Presidential Bid,Hutchinson Presidential Bid,federalPolicy
